state,fy_label,fy_start_date,fy_start_type,signed_date,days_late,budget_enacted,date_precision,enactment_type,source,notes
Georgia,FY2019,2018-07-01,Jul 1,2018-05-02,-60,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""On May 2, Georgia Governor Nathan Deal signed..."""
Georgia,FY2020,2019-07-01,Jul 1,2019-05-10,-52,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""On May 10, Georgia Governor Brian Kemp signed..."""
Georgia,FY2021,2020-07-01,Jul 1,2020-06-30,-1,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""On June 30, Georgia Governor Brian Kemp signed..."""
Georgia,FY2022,2021-07-01,Jul 1,2021-05-10,-52,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""On May 10, Georgia Governor Brian Kemp signed..."""
Georgia,FY2023,2022-07-01,Jul 1,2022-05-12,-50,yes,exact,direct,gov.georgia.gov 2022-05-12; capitol-beat.org,"Kemp signed the $30.2B FY2023 budget (HB 911) May 12, 2022 at UNG's Blue Ridge campus, including the final $2,000 of a $5,000 teacher pay raise."
Georgia,FY2024,2023-07-01,Jul 1,2023-05-05,-57,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),$61.4B total appropriations
Georgia,FY2025,2024-07-01,Jul 1,2024-05-07,-55,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),$66.8B total appropriations
Georgia,FY2026,2025-07-01,Jul 1,2025-05-09,-53,yes,exact,direct,NASBO FY2026 Enacted; gpb.org,$37.7B
Georgia,FY2027,2026-07-01,Jul 1,2026-03-03,-120,yes,exact,direct,atlantanewsfirst.com,
Hawaii,FY2015,2014-07-01,Jul 1,2014-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),Hawaii's legislature approved the $12.1B FY2015 budget in April 2014; NASBO gives the month only.
Hawaii,FY2016,2015-07-01,Jul 1,2015-06-12,-19,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""On June 12, Hawaii Governor David Ige signed..."""
Hawaii,FY2017,2016-07-01,Jul 1,2016-06-23,-8,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative (recovered via PyMuPDF; pypdf could not read this file). Quote: ""signed into law a supplemental budget for fiscal 2017 on June 23..."""
Hawaii,FY2018,2017-07-01,Jul 1,2017-06-21,-10,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""signed into law a biennial budget for fiscal 2018-2019 on Ju..."""
Hawaii,FY2019,2018-07-01,Jul 1,2018-06-22,-9,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""On June 22, Governor David Ige signed..."""
Hawaii,FY2020,2019-07-01,Jul 1,2019-06-21,-10,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2020-2021 into law on June 21..."""
Hawaii,FY2021,2020-07-01,Jul 1,2020-07-06,5,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""signed this bill on July 6..."""
Hawaii,FY2022,2021-07-01,Jul 1,2021-06-24,-7,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s biennial fiscal 2022-2023 budget into law..."""
Hawaii,FY2023,2022-07-01,Jul 1,2022-07-07,6,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Ige signed the supplemental budget for the FY2022-23 biennium; enacted 6 days after FY start.
Hawaii,FY2024,2023-07-01,Jul 1,2023-06-30,-1,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Green signed with line-item reductions and vetoes
Hawaii,FY2025,2024-07-01,Jul 1,2024-07-09,8,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; supplemental budget to biennium signed by Green
Hawaii,FY2026,2025-07-01,Jul 1,2025-06-30,-1,yes,exact,direct,NASBO FY2026 Enacted,Biennial FY26-27; $110M vetoes
Hawaii,FY2027,2026-07-01,Jul 1,2026-06-26,-5,yes,exact,direct,governor.hawaii.gov; mauinow.com; bigislandvideonews.com,"NOT a carryover: Green signed HB 1800 (Act 175, SLH 2026), the supplemental budget amending Act 250 SLH 2025, on Jun 26, 2026, with an intent-to-veto list. $10.63B general funds for FY2027."
Idaho,FY2015,2014-07-01,Jul 1,2014-03-15,-108,yes,month-level estimate,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),Otter signed the FY2015 budget bills including K-12 in March 2014 (~$2.94B); NASBO gives the month only.
Idaho,FY2016,2015-07-01,Jul 1,2015-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Otter signed the FY2016 budget in April 2015 ($7.69B all funds); NASBO gives the month only.
Idaho,FY2017,2016-07-01,Jul 1,2016-03-15,-108,yes,month-level estimate,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),Otter signed the FY2017 budget in March 2016; NASBO gives the month only. $3.27B general fund.
Idaho,FY2018,2017-07-01,Jul 1,2017-03-29,-94,yes,month-level estimate,direct,legislature.idaho.gov 2017 session record,"Idaho enacts its budget as a series of agency appropriation bills signed across the session rather than one act. The 2017 session adjourned sine die Mar 29, 2017; anchored there. No single signing date exists."
Idaho,FY2019,2018-07-01,Jul 1,2018-03-28,-95,yes,month-level estimate,direct,legislature.idaho.gov 2018 session record,"Series of agency appropriation bills; 2018 session adjourned sine die Mar 28, 2018. Anchored to sine die — no single signing date exists."
Idaho,FY2020,2019-07-01,Jul 1,2019-04-11,-81,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2020 budget into law on April 11..."""
Idaho,FY2021,2020-07-01,Jul 1,2020-03-30,-93,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""On March 30, Governor Brad Little signed..."""
Idaho,FY2022,2021-07-01,Jul 1,2021-05-12,-50,yes,month-level estimate,direct,legislature.idaho.gov 2021 session record,"Series of agency appropriation bills; the unusually long 2021 session ran to May 12, 2021. Anchored to sine die."
Idaho,FY2023,2022-07-01,Jul 1,2022-03-31,-92,yes,month-level estimate,direct,legislature.idaho.gov 2022 session record,"Series of agency appropriation bills; 2022 session adjourned Mar 31, 2022. Anchored to sine die."
Idaho,FY2024,2023-07-01,Jul 1,2023-04-06,-86,yes,exact,direct,gov.idaho.gov; nasbo.org,Series of appropriation bills signed ~session end; 45-day session
Idaho,FY2025,2024-07-01,Jul 1,2024-04-10,-82,yes,exact,direct,NASBO FY2025 Enacted,Series of bills; IDAHO WORKS plan; $5.27B GF
Idaho,FY2026,2025-07-01,Jul 1,2025-04-10,-82,yes,exact,direct,NASBO FY2026 Enacted; gov.idaho.gov,Keeping Promises plan; series of budget bills
Idaho,FY2027,2026-07-01,Jul 1,2026-04-02,-90,yes,exact,direct,idahocapitalsun.com,Series of appropriation bills signed around 2026 session adjournment (Apr 2); 5% agency cuts begin FY2027
Illinois,FY2015,2014-07-01,Jul 1,2014-06-30,-1,yes,exact,direct,civicfed.org; illinoispolicy.org,Quinn signed; budget was structurally unbalanced
Illinois,FY2016,2015-07-01,Jul 1,,,no,not enacted,direct,wikipedia Illinois_Budget_Impasse,NO complete budget enacted; 793-day impasse begins
Illinois,FY2017,2016-07-01,Jul 1,2016-06-30,-1,yes,exact,direct,chicagobusiness.com; civicfed.org; wikipedia Illinois_Budget_Impasse,Stopgap budget only - funded through Jan 1 2017
Illinois,FY2018,2017-07-01,Jul 1,2017-07-06,5,yes,exact,direct,civicfed.org; wikipedia,Enacted via veto override Jul 6; ended 793-day impasse
Illinois,FY2019,2018-07-01,Jul 1,2018-06-04,-27,yes,exact,direct,illinois.gov press release 16812; chicago.suntimes.com; civicfed.org,Rauner signed final budget; on time
Illinois,FY2020,2019-07-01,Jul 1,2019-06-05,-26,yes,exact,direct,capitolnewsillinois.com; illinois.gov,"CORRECTED from Jun 21. Pritzker signed the $40.1B FY2020 operating budget (SB 262) Wed Jun 5, 2019 at the Thompson Center; Capitol News Illinois reported it Jun 6. Prior Jun 21 date did not match the operating-budget signing."
Illinois,FY2021,2020-07-01,Jul 1,2020-06-10,-21,yes,exact,direct,illinoispolicy.org; civicfed.org,Signed during COVID
Illinois,FY2022,2021-07-01,Jul 1,2021-06-17,-14,yes,exact,direct,illinois.gov press release 23453; chicago.suntimes.com,$42.3B budget
Illinois,FY2023,2022-07-01,Jul 1,2022-04-19,-73,yes,exact,direct,budget.illinois.gov FY23 press release (fy-23-budget-press-release-4-19-22.pdf); nbcchicago.com,"CORRECTED from Jun 8 — off by ~50 days. Pritzker signed the $46.5B FY2023 budget Apr 19, 2022, over a month before normal adjournment; 2022 session ran early due to the June primary. Included $1.8B election-year tax relief."
Illinois,FY2024,2023-07-01,Jul 1,2023-06-07,-24,yes,exact,direct,budget.illinois.gov FY24 release (6.7.23); abc7chicago.com,Fifth consecutive balanced budget
Illinois,FY2025,2024-07-01,Jul 1,2024-06-05,-26,yes,exact,direct,capitolnewsillinois.com; stlpr.org,Sixth consecutive on-time
Illinois,FY2026,2025-07-01,Jul 1,2025-06-16,-15,yes,exact,direct,gov-pritzker-newsroom.prezly.com; capitolnewsillinois.com; news.wttw.com,"CORRECTED from Jun 4. Pritzker signed the $55.1B FY26 budget package Jun 16, 2025 ('Seventh Consecutive Balanced Budget'). Relied on ~$700M in new taxes."
Illinois,FY2027,2026-07-01,Jul 1,2026-06-16,-15,yes,exact,direct,gov-pritzker-newsroom.prezly.com (Eighth Consecutive Balanced Budget); riverbender.com,"Eighth consecutive balanced budget; $55.9B General Funds, signed Jun 16, 2026. Verified distinct from the FY2026 signing — Illinois signed FY26 and FY27 on Jun 16 of consecutive years."
Indiana,FY2015,2014-07-01,Jul 1,2013-05-15,-412,yes,month-level estimate,biennial carryover,in.gov/sba 2013-2015 as-passed budget; iga.in.gov HEA 1001,"Second year of the FY2014-15 biennium. The General Assembly passed HEA 1001 Apr 26, 2013; Pence signed in May 2013; reporting gives the month only."
Indiana,FY2016,2015-07-01,Jul 1,2015-05-07,-55,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""signed the state’s biennium budget on May 7..."""
Indiana,FY2017,2016-07-01,Jul 1,2015-05-07,-421,yes,exact,biennial carryover,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2016 (signed 2015-05-07). Odd-year-session state: no separate FY2017 enactment.
Indiana,FY2018,2017-07-01,Jul 1,2017-04-27,-65,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""signed the state’s biennial budget on April 27..."""
Indiana,FY2019,2018-07-01,Jul 1,2017-04-27,-430,yes,exact,biennial carryover,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2018 (signed 2017-04-27). NASBO's FY2019 edition states this state enacted a two-year budget and took no separate FY2019 action.
Indiana,FY2020,2019-07-01,Jul 1,2019-04-29,-63,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s biennial budget on April 29..."""
Indiana,FY2021,2020-07-01,Jul 1,2019-04-29,-429,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-04-29). NASBO's FY2021 edition states this state enacted a two-year budget and took no separate FY2021 action.
Indiana,FY2022,2021-07-01,Jul 1,2021-04-29,-63,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s biennial budget on April 29..."""
Indiana,FY2023,2022-07-01,Jul 1,2021-04-29,-428,yes,exact,biennial carryover,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Second year of the biennium enacted with FY2022 (signed 2021-04-29). NASBO's FY2023 edition states this state enacted a two-year budget and took no separate FY2023 action.
Indiana,FY2024,2023-07-01,Jul 1,2023-05-05,-57,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Holcomb signed
Indiana,FY2025,2024-07-01,Jul 1,2023-05-05,-423,yes,exact,biennial carryover,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2024 (signed 2023-05-05). Odd-year-session state: no separate FY2025 enactment.
Indiana,FY2026,2025-07-01,Jul 1,2025-05-06,-56,yes,exact,direct,NASBO FY2026 Enacted; indianacapitalchronicle.com,Biennial 2026-27; $44B; Braun's first
Indiana,FY2027,2026-07-01,Jul 1,2025-05-06,-421,yes,exact,biennial carryover,NASBO FY2026 Enacted; indianacapitalchronicle.com,"Biennial 2026-27; $44B; Braun's first (biennial carryover of the FY2026 enactment, signed 2025-05-06). VERIFIED: 2026 short session took up no new budget or supplemental appropriations; biennial budget enacted 2025 stands."
Iowa,FY2015,2014-07-01,Jul 1,2014-05-29,-33,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""On May 29, Iowa Governor Terry Branstad signed..."""
Iowa,FY2016,2015-07-01,Jul 1,2015-07-02,1,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""On July 2, Iowa Governor Terry Branstad finished signing the..."""
Iowa,FY2017,2016-07-01,Jul 1,2016-05-27,-35,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Branstad finished acting on the spending bills comprising the FY2017 budget May 27, 2016, vetoing no spending items."
Iowa,FY2018,2017-07-01,Jul 1,2017-05-12,-50,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Branstad finished acting on the FY2018 spending bills May 12, 2017 after several item vetoes."
Iowa,FY2019,2018-07-01,Jul 1,2018-06-01,-30,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Reynolds finished acting on the FY2019 spending bills Jun 1, 2018 after several vetoes."
Iowa,FY2020,2019-07-01,Jul 1,2019-05-22,-40,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Reynolds finished acting on the FY2020 spending bills May 22, 2019."
Iowa,FY2021,2020-07-01,Jul 1,2020-06-30,-1,yes,exact,direct,iowacapitaldispatch.com 2020-06-30; thegazette.com,"Reynolds acted on all remaining legislation including the FY2021 spending bills Jun 30, 2020. The COVID-interrupted 2020 session had adjourned Jun 14; $7.779B general fund."
Iowa,FY2022,2021-07-01,Jul 1,2021-06-15,-16,yes,month-level estimate,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Reynolds finished acting on the FY2022 spending bills in June 2021; NASBO gives the month only.
Iowa,FY2023,2022-07-01,Jul 1,2022-06-15,-16,yes,month-level estimate,direct,legis.iowa.gov 2022 session record,Reynolds acts on the package of spending bills after session; the 2022 session adjourned in late May. No exact signing day located; anchored to June.
Iowa,FY2024,2023-07-01,Jul 1,2023-06-01,-30,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Reynolds finished acting on the bills comprising the FY2024 budget
Iowa,FY2025,2024-07-01,Jul 1,2024-05-09,-53,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Reynolds finished acting on the bills comprising the FY2025 budget
Iowa,FY2026,2025-07-01,Jul 1,2025-05-10,-52,yes,exact,direct,governor.iowa.gov; iowafarmbureau.com,Was May 15 estimate (-47d). Budget agreement reached May 8; Reynolds signed ~May 10.
Iowa,FY2027,2026-07-01,Jul 1,2026-06-02,-29,yes,exact,direct,iowacapitaldispatch.com; kcrg.com,"Reynolds signed final bills of 2026 session Jun 1-2; $9.6B budget, 1.4% increase over FY2026"
Kansas,FY2015,2014-07-01,Jul 1,2014-05-16,-46,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""On May 16, Kansas Governor Sam Brownback signed..."""
Kansas,FY2016,2015-07-01,Jul 1,2015-06-16,-15,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""signed the budget bill for fiscal 2016 into law on June 16..."""
Kansas,FY2017,2016-07-01,Jul 1,2016-05-18,-44,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative (recovered via PyMuPDF; pypdf could not read this file). Quote: ""signed into law the state’s fiscal 2017 budget on May 18..."""
Kansas,FY2018,2017-07-01,Jul 1,2017-06-25,-6,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On June 25, Kansas Governor Sam Brownback signed..."""
Kansas,FY2019,2018-07-01,Jul 1,2018-05-15,-47,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""On May 15, Kansas Governor Jeff Colyer signed..."""
Kansas,FY2020,2019-07-01,Jul 1,2019-05-20,-42,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s budget bill for fiscal 2020 on May 20..."""
Kansas,FY2021,2020-07-01,Jul 1,2020-03-25,-98,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""signed the state’s budget bill for fiscal 2021 on March 25..."""
Kansas,FY2022,2021-07-01,Jul 1,2021-04-26,-66,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s budget bill for fiscal 2022 on April 26..."""
Kansas,FY2023,2022-07-01,Jul 1,2022-04-20,-72,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Kelly signed; $22.9B all funds.
Kansas,FY2024,2023-07-01,Jul 1,2023-04-21,-71,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),
Kansas,FY2025,2024-07-01,Jul 1,2024-04-24,-68,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),
Kansas,FY2026,2025-07-01,Jul 1,2025-04-09,-83,yes,exact,direct,governor.ks.gov SB 125,Was May 15 estimate. Kelly signed April 9. Multi-year budget (FY25-28).
Kansas,FY2027,2026-07-01,Jul 1,2026-04-08,-84,yes,exact,direct,governor.ks.gov HB 2513,Kelly called it 'a bad budget that went through a bad process.' Signed anyway. Her last budget as governor.
Kentucky,FY2015,2014-07-01,Jul 1,2014-04-12,-80,yes,exact,direct,apps.legislature.ky.gov 14RS HB 235,"HB 235 (2014-16 biennium) became law Apr 12, 2014; Beshear line-item vetoed several provisions, not overridden."
Kentucky,FY2016,2015-07-01,Jul 1,2014-04-12,-445,yes,exact,biennial carryover,apps.legislature.ky.gov 14RS HB 235,"Second year of the 2014-16 biennium enacted Apr 12, 2014 (HB 235)."
Kentucky,FY2017,2016-07-01,Jul 1,2016-04-27,-65,yes,exact,direct,apps.legislature.ky.gov 16RS HB 303,"Bevin signed the $21B 2016-18 biennial budget (HB 303) Apr 27, 2016."
Kentucky,FY2018,2017-07-01,Jul 1,2016-04-27,-430,yes,exact,biennial carryover,apps.legislature.ky.gov 16RS HB 303,"Second year of the 2016-18 biennium enacted Apr 27, 2016 (HB 303)."
Kentucky,FY2019,2018-07-01,Jul 1,2018-04-13,-79,yes,exact,direct,apps.legislature.ky.gov 18RS HB 200,"HB 200 (2018-20 biennium) enacted Apr 13, 2018 over Bevin's veto — House 66-28, Senate 26-12, amid statewide teacher protests."
Kentucky,FY2020,2019-07-01,Jul 1,2018-04-13,-444,yes,exact,biennial carryover,apps.legislature.ky.gov 18RS HB 200,"Second year of the 2018-20 biennium enacted Apr 13, 2018 via veto override (HB 200)."
Kentucky,FY2021,2020-07-01,Jul 1,2020-04-15,-77,yes,exact,direct,apps.legislature.ky.gov 20RS HB 352 (Acts Ch. 92),"HB 352, a one-year budget adopted because COVID made two-year revenue forecasts unreliable. Line-item vetoed Apr 13, 2020; both chambers overrode Apr 15 (House 57-33, Senate 27-7)."
Kentucky,FY2022,2021-07-01,Jul 1,2021-03-29,-94,yes,exact,direct,apps.legislature.ky.gov 21RS HB 192,"HB 192 enacted Mar 29, 2021 via veto override (House 71-24, Senate 31-7). One-year budget continuing the COVID-era pattern."
Kentucky,FY2023,2022-07-01,Jul 1,2022-04-13,-79,yes,exact,direct,apps.legislature.ky.gov 22RS HB 1 (Acts Ch. 199),"HB 1 (2022-24 biennium) delivered to the governor Mar 30, line-item vetoed Apr 11; most vetoes overridden Apr 13, 2022 (House 73-24, Senate 28-9)."
Kentucky,FY2024,2023-07-01,Jul 1,2022-04-13,-444,yes,exact,biennial carryover,apps.legislature.ky.gov 22RS HB 1 (Acts Ch. 199),"Second year of the 2022-24 biennium enacted Apr 13, 2022 (HB 1)."
Kentucky,FY2025,2024-07-01,Jul 1,2024-04-09,-83,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),"Biennial FY25-26; Beshear signed with 23 line-item vetoes, legislature overrode all but one"
Kentucky,FY2026,2025-07-01,Jul 1,2024-04-09,-448,yes,exact,biennial carryover,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Biennial 2025-26; enacted April 2024 (date corrected via NASBO FY2025 Enacted Budget Summaries); carryover
Kentucky,FY2027,2026-07-01,Jul 1,2026-04-15,-77,yes,exact,direct,kentuckylantern.com; lpm.org,Biennial FY27-28; House Bill 500 finalized via veto override Apr 15 after Beshear's line-item vetoes
Louisiana,FY2015,2014-07-01,Jul 1,2014-06-20,-11,yes,exact,direct,theadvocate.com; ballotpedia,"Jindal signed the $24.6B FY2015 operating budget (HB 1) on Friday Jun 20, 2014, striking eight items by line-item veto."
Louisiana,FY2016,2015-07-01,Jul 1,2015-06-19,-12,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2016 budget on June 19..."""
Louisiana,FY2017,2016-07-01,Jul 1,2016-06-17,-14,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative (recovered via PyMuPDF; pypdf could not read this file). Quote: ""on June 17 and signed..."""
Louisiana,FY2018,2017-07-01,Jul 1,2017-06-26,-5,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On June 26, Louisiana Governor John Bel Edwards signed..."""
Louisiana,FY2019,2018-07-01,Jul 1,2018-06-25,-6,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""signed it on June 25..."""
Louisiana,FY2020,2019-07-01,Jul 1,2019-06-18,-13,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the fiscal 2020 budget on June 18..."""
Louisiana,FY2021,2020-07-01,Jul 1,2020-07-07,6,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""On July 7, Louisiana Governor John Bel Edwards signed..."""
Louisiana,FY2022,2021-07-01,Jul 1,2021-06-10,-21,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2022 budget bill on June 10..."""
Louisiana,FY2023,2022-07-01,Jul 1,2022-06-01,-30,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Edwards signed after line-item vetoes; $47B all funds.
Louisiana,FY2024,2023-07-01,Jul 1,2023-06-29,-2,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Edwards signed with line-item vetoes
Louisiana,FY2025,2024-07-01,Jul 1,2024-06-19,-12,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Landry's first budget
Louisiana,FY2026,2025-07-01,Jul 1,2025-06-19,-12,yes,exact,direct,pelicanpolicy.org; gov.louisiana.gov,Landry's second; line-item vetoes
Louisiana,FY2027,2026-07-01,Jul 1,2026-06-15,-16,yes,month-level estimate,direct,ksla.com; thecentersquare.com,2026 Regular Session ended Jun 1; HB1 signed within Landry's post-adjournment window; exact day not confirmed
Maine,FY2015,2014-07-01,Jul 1,2013-06-26,-370,yes,exact,biennial carryover,bangordailynews.com; ballotpedia,"Second year of the FY2014-15 biennium. The legislature adopted the budget Jun 13, 2013; LePage vetoed it Jun 24; both chambers overrode Jun 26, 2013 (House 102-43, Senate 25-10), narrowly averting a shutdown."
Maine,FY2016,2015-07-01,Jul 1,2015-06-30,-1,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""became law on June 30..."""
Maine,FY2017,2016-07-01,Jul 1,2015-06-30,-367,yes,exact,biennial carryover,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2016 (signed 2015-06-30). Odd-year-session state: no separate FY2017 enactment.
Maine,FY2018,2017-07-01,Jul 1,2017-07-04,3,yes,exact,direct,maine.gov treasurer official statement; ballotpedia,"Maine SHUT DOWN. LePage declared a civil emergency Jun 30, 2017 and state government closed Jul 1. The legislature passed the $7.1B FY2018-19 budget early Jul 4 with a two-thirds emergency vote and LePage signed it, ending a 3-day shutdown."
